Date,Ticker,Close,High,Low,Open,Volume,SMA_50,SMA_200,RSI_14,ROC_10,MACD,MACD_Signal
2019-12-31,AAPL,71.09395599365234,71.10121883015677,70.0940636337167,70.19332732490382,100805600,64.13813552856445,52.81620561599731,,,0.0,0.0
2020-01-02,AAPL,72.716064453125,72.77659055848162,71.4668047519516,71.72101143907315,135480400,64.43137199401855,52.95637559890747,,,0.0634454363092054,0.012689087261841082
2020-01-03,AAPL,72.00911712646484,72.77174458511139,71.7839617851537,71.94132818321717,146322800,64.71312461853027,53.091058559417725,,,0.18023667255122078,0.04619860431971703
2020-01-06,AAPL,72.5829086303711,72.62164622763687,70.87607527260708,71.12786596061405,118387200,64.99080833435059,53.22031023025513,,,0.3150495047563062,0.09996878440703487
2020-01-07,AAPL,72.24154663085938,72.84922374466596,72.02123070618616,72.59259363206662,108872000,65.25973358154297,53.3526939201355,,,0.5102555170912382,0.18202613094387554
2020-01-08,AAPL,73.40363311767578,73.70626361557562,71.94374389134458,71.94374389134458,132079200,65.53741798400878,53.49365478515625,,,0.7801225436754748,0.30164541349019547
2020-01-09,AAPL,74.96279907226562,75.15647966923257,74.13238261481911,74.3841659131879,170108400,65.83436149597168,53.64474702835083,,,0.9252305435508958,0.42636243950233554
2020-01-10,AAPL,75.13227844238281,75.69880941545972,74.6287043855216,75.19765137920673,140644800,66.16250152587891,53.79467447280884,,,1.0114104357771687,0.5433720387573022
2020-01-13,AAPL,76.73743438720703,76.764069722162,75.33080794077236,75.44944416084779,121532000,66.52288955688476,53.95232830047608,,,1.3158143793256656,0.6978605068709749
2020-01-14,AAPL,75.70121002197266,76.88510420958616,75.57774178905865,76.6744745414686,161954400,66.83600112915039,54.10332777023316,,,1.6087673396331006,0.8800418734234001
2020-01-15,AAPL,75.37678527832031,76.3839404992497,74.9434163205122,75.50026089033786,121923600,67.10854133605957,54.251160068511965,,6.024181978353214,1.7166771362088333,1.0473689259804868
2020-01-16,AAPL,76.32099914550781,76.43237250443956,75.5583716587375,75.92152830847965,108829200,67.3918556213379,54.40038377761841,,4.957549228625627,1.7550147309877424,1.188898086981938
2020-01-17,AAPL,77.16594696044922,77.16836298058836,76.26289478458983,76.57036474816839,137816400,67.69385520935059,54.55223924636841,,7.161356838923294,1.7491499170120903,1.3009484529879687
2020-01-21,AAPL,76.64301300048828,77.23616451241722,76.50501168087581,76.79311658809118,110843200,67.98486518859863,54.70107284545898,74.31058410165357,5.593747132390758,1.9197973374664166,1.4247182298836583
2020-01-22,AAPL,76.91657257080078,77.47098633963294,76.82214830621916,77.12961824131806,101832400,68.26701347351074,54.8497052192688,74.91193137306105,6.4713813006107195,2.150531212932929,1.5698808264935125
2020-01-23,AAPL,77.28701782226562,77.3669090518308,76.42027962377395,76.96986153628443,104472000,68.55313278198243,54.99647695541382,71.9025781932029,5.29045299210771,2.3208379199369062,1.7200722451821915
2020-01-24,AAPL,77.06427001953125,78.27963174807223,76.8730054274966,77.5339532626897,146537600,68.82482215881348,55.14285356521607,75.40140327256472,2.8033517601707554,2.3885728957517074,1.8537723752960946
2020-01-27,AAPL,74.79816436767578,75.48089322464955,73.81279759380895,75.06689673049003,161940000,69.0523518371582,55.27655813217163,59.51337175928474,-0.44470110801079393,2.3782579445616037,1.9586694891491965
2020-01-28,AAPL,76.91414642333984,77.08603847633346,75.58257224071698,75.68183593003438,162234000,69.31004730224609,55.42284288406372,67.41236911162224,0.23028139726583344,2.3902987712146455,2.0449953455622865
2020-01-29,AAPL,78.5241470336914,79.37393591584485,77.80752001617462,78.55078236199498,216229200,69.60880401611328,55.57727344512939,68.46509560000088,3.7290513730221466,2.447425291406951,2.1254813347312194
2020-01-30,AAPL,78.41036224365234,78.46362551493233,77.17078871761717,77.60415772537527,126743200,69.89017776489258,55.73070390701294,63.879072310286475,4.0245507341960645,2.7824229257261806,2.2568696529302117
2020-01-31,AAPL,74.93374633789062,78.12225762194025,74.63837863048332,77.69857485901245,199588400,70.09553054809571,55.86672731399536,49.36882333650919,-1.817655459374106,3.0650818592434703,2.4185120941928635
2020-02-03,AAPL,74.72795104980469,75.89731214570682,73.16879799630816,73.67237193822604,173788400,70.30068939208985,55.99707458496093,42.98745827278482,-3.1594194157872595,3.9399352072614207,2.722796716806575
2020-02-04,AAPL,77.19502258300781,77.38628720994407,75.93123677650955,76.33797057002913,136616400,70.57020057678223,56.13888286590576,54.7396654103214,0.7202347101307388,5.149821963760473,3.208201766197355
2020-02-05,AAPL,77.82449340820312,78.62585870108742,77.2192321665417,78.32564410108219,118826800,70.85801467895507,56.28303602218628,57.61876762647127,1.1803968989473803,5.228779900254892,3.612317393008863
2020-02-06,AAPL,78.73479461669922,78.73721802576215,77.53638189287197,78.0956426416798,105425600,71.16514831542969,56.42820743560791,57.5291056436939,1.8732470668786805,5.30689108633424,3.9512321316739385
2020-02-07,AAPL,77.6645736694336,78.48240085764334,77.1719355094332,78.23244174012544,117684000,71.42865264892578,56.56841102600097,51.53376075998085,0.778964946725898,5.302878737020663,4.221561452743283
2020-02-10,AAPL,78.03343963623047,78.03343963623047,76.1648155367922,76.24489635857795,109348800,71.70960563659668,56.71271062850952,54.31783569451275,4.325340462436294,5.3627374446374745,4.449796651122122
2020-02-11,AAPL,77.5626220703125,78.60371692560051,77.34421247844126,78.53091619696823,94323200,71.96395301818848,56.855829887390136,51.9819627092636,0.8431162239042599,5.365007575434689,4.632838835984636
2020-02-12,AAPL,79.40457916259766,79.40943007689862,78.01402569685219,78.01402569685219,113730400,72.25799629211426,57.00778768539429,55.958336106203426,1.121224696052405,5.267941099777843,4.759859288743278
2020-02-13,AAPL,78.83914947509766,79.16676770573471,78.47027994928578,78.6741294824432,94747600,72.55569305419922,57.16163736343384,54.89962009763141,0.546850211089319,5.327086991775438,4.87330482934971
2020-02-14,AAPL,78.85853576660156,79.10849481422575,78.34890843869533,78.80756784962874,80113600,72.87658386230468,57.30378643035888,62.7960678012396,5.237679444203029,5.2916060482886635,4.956965073137501
2020-02-18,AAPL,77.41459655761719,77.59660579717271,76.34923225388421,76.53124149343974,152531200,73.15750732421876,57.44035665512085,51.64690481319513,3.595235076125537,5.513923929997553,5.068356844509511
2020-02-19,AAPL,78.53578186035156,78.76632988761132,77.65728500864738,77.65728500864738,93984000,73.44226150512695,57.57941877365112,50.03956121040183,1.7368467972167914,5.93914433110308,5.242514341828224
2020-02-20,AAPL,77.73009490966797,78.78575023333428,77.22289659591061,78.29554123010857,100566000,73.68606170654297,57.71836896896362,47.79087271974082,-0.12129664377000125,6.108832155639334,5.415777904590447
2020-02-21,AAPL,75.9706802368164,77.766511287534,75.35185156797284,77.32240444012415,129554000,73.91302474975586,57.85525325775146,53.79008982127768,-3.5106643680715957,6.180617896171164,5.568745902906591
2020-02-24,AAPL,72.36202239990234,73.81809639904387,70.19004979476811,72.13876186738017,222195200,74.06026092529297,57.97404638290405,43.074954500284726,-6.827503221868805,5.808993759026855,5.616795474130644
2020-02-25,AAPL,69.91096496582031,73.4176795737371,69.43774534651452,73.03425000192122,230673600,74.14738754272462,58.08319522857666,28.659642741869874,-10.408966602362788,5.271457324462631,5.547727844197041
2020-02-26,AAPL,71.02001190185547,72.28922581008212,69.52753744829661,69.53481752247102,198054800,74.25335433959961,58.201219749450686,30.60955698032643,-8.435261719911928,4.677971047323965,5.373776484822426
2020-02-27,AAPL,66.3775634765625,69.40620033933959,66.24166381662789,68.21707461192374,320605600,74.24860504150391,58.30981073379517,20.962579308094575,-16.405874602470455,3.628928598358165,5.024806907529575
2020-02-28,AAPL,66.3387451171875,67.56427882911555,62.215630206085294,62.431618127058165,426510000,74.22027282714843,58.41467275619507,22.030449431131558,-15.855579925882592,2.7071211330312934,4.561269752629919
2020-03-02,AAPL,72.51490783691406,73.15315476053108,67.39680886693866,68.50342446012388,341397200,74.31280105590821,58.54769836425781,39.40943808564163,-8.0443136155391,2.356268039548546,4.120269410013645
2020-03-03,AAPL,70.21188354492188,73.77440915704527,69.3576488043323,73.69432835310232,319475600,74.36251296997071,58.67021881103516,36.82012157253067,-9.304076147105626,2.0645823180476697,3.70913199162045
2020-03-04,AAPL,73.4686508178711,73.62881987433597,71.13650877871662,71.93977581539738,219178400,74.47600433349609,58.81032157897949,39.87078393060983,-6.4520030519217215,1.8337448959518383,3.334054572486728
