Date,Ticker,Close,High,Low,Open,Volume,SMA_50,SMA_200,Momentum_10,ROC_10,RSI_14,MACD,MACD_Signal,Stoch_K
2019-10-16,AAPL,56.57217788696289,56.782180800213965,56.2897639862078,56.330798106847794,73903200,52.1688591003418,46.5469063949585,3.7196617126464844,7.03781386751469,66.19544965442343,1.2610254309239508,1.054200365098636,87.20299172696296
2019-10-17,AAPL,56.79182815551758,57.001827362623146,56.3670011149469,56.74596541300883,67585200,52.347448196411136,46.642529544830325,3.490345001220703,6.548307466636285,67.13976466270033,1.2761234037279863,1.098584972824506,86.34798548251383
2019-10-18,AAPL,57.064598083496094,57.34701200099138,56.552870414768286,56.62528508972785,97433600,52.51037971496582,46.758276233673094,2.2689781188964844,4.14080198446946,68.32316829952593,1.2951690074020519,1.1379017797400153,87.92776583891977
2019-10-21,AAPL,58.054237365722656,58.17010228765901,57.28423912314232,57.33251433236794,87247200,52.7011661529541,46.87173204421997,3.2465553283691406,5.923540656502294,72.23061933083588,1.3742765996616058,1.1851767437243335,92.75823758574872
2019-10-22,AAPL,57.921485900878906,58.46217417871,57.83941398742584,58.21114086159737,82293600,52.89175956726074,46.984917640686035,3.755878448486328,6.934065037094725,70.96603033264093,1.4100043502516542,1.2301422650297977,94.13035632697269
2019-10-23,AAPL,58.69873046875,58.713216348749675,58.22562818399061,58.438043559363464,75828800,53.05691177368164,47.09862630844116,3.8982772827148438,7.113585848425511,73.8524658282465,1.4839301676637575,1.2808998455565896,96.51961551066358
2019-10-24,AAPL,58.79527282714844,59.08975638114087,58.368029690100016,59.0197541995467,69275200,53.254022369384764,47.2097646522522,3.256214141845703,5.862926414176683,74.19562348973997,1.5326397549937525,1.3312478274440225,95.1516979166015
2019-10-25,AAPL,59.519432067871094,59.555637564935346,58.626327536372564,58.69391358633482,73477200,53.47049186706543,47.32393939971924,2.5031166076660156,4.390176017973457,76.66903572854295,1.6111042456946265,1.3872191110941434,97.68676546029438
2019-10-28,AAPL,60.115623474121094,60.16389868427639,59.55320825206391,59.722173329188664,96572800,53.67590591430664,47.44289598464966,3.1813926696777344,5.587838150663918,78.49649888250491,1.7017785400962282,1.4501309968945604,97.50778415104581
2019-10-29,AAPL,58.72527313232422,60.284587815120595,58.55148311451977,60.09631191960024,142839600,53.83492668151855,47.5576318359375,1.9237899780273438,3.386865749264884,65.59326896817949,1.6425150279302514,1.4886078031016987,89.90274126201719
2019-10-30,AAPL,58.7180290222168,59.210445710744374,58.22320354560376,59.08009860012616,124522000,53.993754348754884,47.668670196533206,2.1458511352539062,3.7931209569862077,65.53282506271432,1.5767875035987018,1.5062437432010995,77.72145691170245
2019-10-31,AAPL,60.045631408691406,60.144598000245004,57.26976400055406,59.67873680314544,139162000,54.16812705993652,47.784116420745846,3.253803253173828,5.729351138800603,70.83674440928851,1.6132280950964883,1.5276406135801774,76.00993588209391
2019-11-01,AAPL,61.74977493286133,61.776323171898355,60.142184770196394,60.23390657884497,151125200,54.37745162963867,47.90698614120483,4.685176849365234,8.210303772769855,75.95224937066186,1.7593371234675956,1.5739799155576613,85.44033501674726
2019-11-04,AAPL,62.15528106689453,62.23976544646401,61.64355721303343,62.114243271220836,103272000,54.64229331970215,48.03073848724365,4.101043701171875,7.064159116132462,76.98669448335592,1.8861086507072429,1.6364056625875778,97.37152212960844
2019-11-05,AAPL,62.06597900390625,62.32184096076288,61.870461987182324,62.04666449792139,79897600,54.88676284790039,48.158242301940916,4.144493103027344,7.155363918183692,76.20921448581358,1.956813145363661,1.7004871591427944,97.93317037667903
2019-11-06,AAPL,62.09252166748047,62.15286660219582,61.64114273442168,61.97907289556262,75864400,55.143011245727536,48.285139389038086,3.3937911987304688,5.781711412885247,76.28587088687422,1.9920259032814371,1.758794907970523,96.76944727733253
2019-11-07,AAPL,62.809146881103516,63.03188619477791,62.48956727869956,62.64209424295783,94940400,55.406978607177734,48.417074604034426,4.013874053955078,6.826865257952661,78.31722985247816,2.054079780192282,1.817851882414875,95.95422308963965
2019-11-08,AAPL,62.981040954589844,63.05366931782099,62.18451542510257,62.62998662594645,69986400,55.657583770751955,48.54383472442627,3.46160888671875,5.815930640553516,78.78662941094035,2.093001521181826,1.8728818101682654,96.96789251626696
2019-11-11,AAPL,63.47978210449219,63.54514763828539,62.53072952381276,62.53556895239132,81821200,55.919467239379884,48.67482973098755,3.3641586303710938,5.5961469514149105,80.13066342410676,2.139429512306222,1.9261913505958568,97.94570215447952
2019-11-12,AAPL,63.42167663574219,63.622627457208516,63.16989333939946,63.322412929352005,87388800,56.19486434936523,48.80746629714966,4.696403503417969,7.997244206656438,79.498706995899,2.1467885618360967,1.970310792843905,98.17984357923133
2019-11-13,AAPL,64.02936553955078,64.1044173295608,63.20621186985133,63.220737546082844,102734400,56.465567169189455,48.93053544998169,5.311336517333984,9.045495235073993,81.17118482891179,2.1765659797278616,2.0115618302206966,98.23237387744707
2019-11-14,AAPL,63.58633041381836,64.1286421379376,63.45559191302422,63.85506286653859,89182800,56.70766410827637,49.04997020721436,3.540699005126953,5.896680444623401,76.28510663664915,2.13974986143959,2.0371994364644754,95.9440093354636
2019-11-15,AAPL,64.3416748046875,64.34651423338288,63.67588763125635,63.838093459620026,100206400,56.96496475219727,49.17308629989624,2.591899871826172,4.1974239981348385,78.64528017507365,2.146776103517375,2.0591147698750554,96.97559886131666
2019-11-18,AAPL,64.6661148071289,64.74600604291821,63.97127605945767,64.35137451734916,86703200,57.22436111450195,49.29218355178833,2.510833740234375,4.039614489929011,79.58509893777624,2.1536975628498,2.0780313284700043,96.98543394165289
2019-11-19,AAPL,64.47000122070312,64.88399779458389,64.25210867594704,64.85978586995721,76167200,57.4676212310791,49.40680587768555,2.404022216796875,3.873333274329843,77.36857314136782,2.1189324079925242,2.0862115443745086,97.80862442866203
2019-11-20,AAPL,63.71946716308594,64.41914514180829,63.04399371723399,64.28841406592034,106234400,57.66260864257813,49.51760395050049,1.6269454956054688,2.6201955596490842,69.40218308179027,2.0076757104682983,2.0705043775932666,89.64516499977258
2019-11-21,AAPL,63.433799743652344,63.91800872330465,63.232848879568735,63.84053351333404,121395200,57.854296646118165,49.630909328460696,0.6246528625488281,0.9945253097152931,66.59163109561376,1.8748410027612437,2.031371702626862,75.09476803637608
2019-11-22,AAPL,63.37809371948242,63.71703842416514,63.1505149773868,63.574197705350294,65325200,58.06582206726074,49.74369661331177,0.3970527648925781,0.6304322044769923,66.030083627512,1.7449587312306463,1.974089108347619,61.4279479945376
