Date,META
2021-01-26,280.7268981933594
2021-01-27,270.8634338378906
2021-01-28,263.75689697265625
2021-01-29,257.1181335449219
2021-02-01,260.78094482421875
2021-02-02,265.8271484375
2021-02-03,265.3992004394531
2021-02-04,265.23992919921875
2021-02-05,266.8423156738281
2021-02-08,265.32952880859375
2021-02-09,268.18603515625
2021-02-10,270.59466552734375
2021-02-11,269.12164306640625
2021-02-12,269.23114013671875
2021-02-16,272.6848449707031
2021-02-17,272.28668212890625
2021-02-18,268.1263122558594
2021-02-19,260.3330383300781
2021-02-22,259.10882568359375
2021-02-23,264.61285400390625
2021-02-24,263.07012939453125
2021-02-25,253.49526977539062
2021-02-26,256.4115295410156
2021-03-01,263.6673583984375
2021-03-02,257.78509521484375
2021-03-03,254.21189880371094
2021-03-04,256.43145751953125
2021-03-05,263.0402526855469
2021-03-08,254.11236572265625
2021-03-09,264.4934387207031
2021-03-10,263.6573486328125
2021-03-11,272.59527587890625
2021-03-12,267.1409912109375
2021-03-15,272.4658508300781
2021-03-16,277.9699401855469
2021-03-17,282.6777038574219
2021-03-18,277.3130187988281
2021-03-19,288.74908447265625
2021-03-22,292.16302490234375
2021-03-23,289.26666259765625
2021-03-24,280.8165588378906
2021-03-25,277.4324035644531
2021-03-26,281.6923522949219
2021-03-29,289.4557800292969
2021-03-30,286.6490173339844
2021-03-31,293.14837646484375
2021-04-01,297.259033203125
2021-04-05,307.4609680175781
2021-04-06,304.8233947753906
2021-04-07,311.621337890625
2021-04-08,311.5516357421875
2021-04-09,310.9942626953125
2021-04-12,310.07861328125
2021-04-13,308.30694580078125
2021-04-14,301.39947509765625
2021-04-15,306.3760681152344
2021-04-16,304.7437438964844
2021-04-19,300.8222351074219
2021-04-20,301.23028564453125
2021-04-21,300.0558166503906
2021-04-22,295.1290283203125
2021-04-23,299.7174377441406
2021-04-26,301.6184997558594
2021-04-27,302.14599609375
2021-04-28,305.659423828125
2021-04-29,327.9643249511719
2021-04-30,323.5550842285156
2021-05-03,321.0668029785156
2021-05-04,316.8666076660156
2021-05-05,313.5422668457031
2021-05-06,318.518798828125
2021-05-07,317.5832214355469
2021-05-10,304.5346984863281
2021-05-11,305.09210205078125
2021-05-12,301.13079833984375
2021-05-13,303.82806396484375
2021-05-14,314.45794677734375
2021-05-17,313.980224609375
2021-05-18,308.5060119628906
2021-05-19,312.1189880371094
2021-05-20,317.1153869628906
2021-05-21,314.74658203125
2021-05-24,323.10723876953125
2021-05-25,326.25238037109375
2021-05-26,326.1229553222656
2021-05-27,331.1891174316406
2021-05-28,327.1879577636719
2021-06-01,327.58612060546875
2021-06-02,327.6059875488281
2021-06-03,324.5106201171875
2021-06-04,328.80035400390625
2021-06-07,335.0011291503906
2021-06-08,332.1147155761719
2021-06-09,328.7008361816406
2021-06-10,330.9004821777344
2021-06-11,329.7060546875
2021-06-14,335.19024658203125
2021-06-15,335.1703186035156
2021-06-16,329.52691650390625
2021-06-17,334.93145751953125
2021-06-18,328.11358642578125
2021-06-21,330.73126220703125
2021-06-22,337.43963623046875
2021-06-23,338.9923400878906
2021-06-24,341.5701904296875
2021-06-25,339.7686767578125
2021-06-28,353.97174072265625
2021-06-29,350.2393493652344
2021-06-30,346.07891845703125
2021-07-01,352.7276306152344
2021-07-02,353.0361328125
2021-07-06,351.1251525878906
2021-07-07,348.84588623046875
2021-07-08,344.0285949707031
2021-07-09,348.7762145996094
2021-07-12,351.50335693359375
2021-07-13,350.4383850097656
2021-07-14,345.9992980957031
2021-07-15,342.84417724609375
2021-07-16,339.55963134765625
2021-07-19,335.3694152832031
2021-07-20,340.0573425292969
2021-07-21,344.60589599609375
2021-07-22,349.5426025390625
2021-07-23,368.05535888671875
2021-07-26,370.7127990722656
2021-07-27,366.0846252441406
2021-07-28,371.52899169921875
2021-07-29,356.63916015625
2021-07-30,354.6286315917969
2021-08-02,350.2990417480469
2021-08-03,349.5923767089844
2021-08-04,357.23638916015625
2021-08-05,361.2673645019531
2021-08-06,361.8048095703125
2021-08-09,359.9136962890625
2021-08-10,359.43597412109375
2021-08-11,358.2713928222656
2021-08-12,360.9488220214844
2021-08-13,361.4763488769531
2021-08-16,364.8404846191406
2021-08-17,356.7685241699219
2021-08-18,353.78265380859375
2021-08-19,353.4541320800781
2021-08-20,357.68426513671875
2021-08-23,361.64556884765625
2021-08-24,363.7954406738281
2021-08-25,366.6619567871094
2021-08-26,362.6707458496094
2021-08-27,370.88201904296875
2021-08-30,378.8743591308594
2021-08-31,377.6003723144531
2021-09-01,380.2578430175781
2021-09-02,373.51959228515625
2021-09-03,374.4950256347656
2021-09-07,380.3872375488281
2021-09-08,375.798828125
2021-09-09,376.226806640625
2021-09-10,376.91363525390625
2021-09-13,374.74383544921875
2021-09-14,374.76373291015625
2021-09-15,372.166015625
2021-09-16,371.30999755859375
2021-09-17,363.0091247558594
2021-09-20,354.0314636230469
2021-09-21,355.8031311035156
2021-09-22,341.60003662109375
2021-09-23,344.3371276855469
2021-09-24,351.3042907714844
2021-09-27,351.92138671875
2021-09-28,339.0520324707031
2021-09-29,338.0169372558594
2021-09-30,337.7979736328125
2021-10-01,341.4010009765625
2021-10-04,324.69970703125
2021-10-05,331.3980712890625
2021-10-06,332.074951171875
2021-10-07,327.6756591796875
2021-10-08,328.5017395019531
2021-10-11,323.9233703613281
2021-10-12,322.25115966796875
2021-10-13,323.0176086425781
2021-10-14,326.9888610839844
2021-10-15,323.2366027832031
2021-10-18,333.7669372558594
2021-10-19,338.3951416015625
2021-10-20,339.1814270019531
2021-10-21,340.27630615234375
2021-10-22,323.0872497558594
2021-10-25,327.1481628417969
2021-10-26,314.3285827636719
2021-10-27,310.7554016113281
2021-10-28,315.433349609375
2021-10-29,322.0521545410156
2021-11-01,328.4320983886719
2021-11-02,326.5409851074219
2021-11-03,330.06439208984375
2021-11-04,334.2745666503906
2021-11-05,339.52978515625
2021-11-08,337.03155517578125
2021-11-09,333.79681396484375
2021-11-10,326.10308837890625
2021-11-11,326.2026062011719
2021-11-12,339.2909240722656
2021-11-15,345.9296569824219
2021-11-16,341.3511657714844
2021-11-17,339.17144775390625
2021-11-18,337.1012268066406
2021-11-19,343.6802062988281
2021-11-22,339.4103698730469
2021-11-23,335.6679992675781
2021-11-24,339.4601135253906
2021-11-26,331.5573425292969
2021-11-29,336.4443664550781
2021-11-30,322.9379577636719
2021-12-01,309.14300537109375
2021-12-02,308.9340515136719
2021-12-03,305.400634765625
2021-12-06,316.37890625
2021-12-07,321.2957458496094
2021-12-08,329.0093688964844
2021-12-09,328.2728271484375
2021-12-10,328.2031555175781
2021-12-13,332.9209289550781
2021-12-14,332.1744384765625
2021-12-15,340.0573425292969
2021-12-16,333.3289794921875
2021-12-17,332.2242431640625
2021-12-20,323.9233703613281
2021-12-21,332.63232421875
2021-12-22,328.8999328613281
2021-12-23,333.6673583984375
2021-12-27,344.55609130859375
2021-12-28,344.59588623046875
2021-12-29,341.3313293457031
2021-12-30,342.74462890625
2021-12-31,334.772216796875
2022-01-03,336.95196533203125
2022-01-04,334.9513854980469
2022-01-05,322.64935302734375
2022-01-06,330.9004821777344
2022-01-07,330.2336120605469
2022-01-10,326.5310974121094
2022-01-11,332.8015441894531
2022-01-12,331.6967468261719
2022-01-13,324.94854736328125
2022-01-14,330.3430480957031
2022-01-18,316.6575927734375
2022-01-19,318.0908203125
2022-01-20,315.0750732421875
2022-01-21,301.74786376953125
2022-01-24,307.2618713378906
2022-01-25,298.7420349121094
2022-01-26,293.2479553222656
2022-01-27,293.2579040527344
2022-01-28,300.2947082519531
2022-01-31,311.79052734375
2022-02-01,317.50360107421875
2022-02-02,321.4848327636719
2022-02-03,236.64466857910156
2022-02-04,235.97784423828125
2022-02-07,223.85496520996094
2022-02-08,219.1471405029297
2022-02-09,230.91171264648438
2022-02-10,227.00015258789062
2022-02-11,218.52011108398438
2022-02-14,216.6787872314453
2022-02-15,219.9633331298828
2022-02-16,215.5242156982422
2022-02-17,206.7356719970703
2022-02-18,205.19293212890625
2022-02-22,201.132080078125
2022-02-23,197.51910400390625
2022-02-24,206.62619018554688
2022-02-25,209.49264526367188
2022-02-28,210.04006958007812
2022-03-01,202.53546142578125
2022-03-02,207.13377380371094
2022-03-03,202.0178985595703
2022-03-04,199.12155151367188
2022-03-07,186.59059143066406
2022-03-08,189.39736938476562
2022-03-09,197.56886291503906
2022-03-10,194.29429626464844
2022-03-11,186.7299346923828
2022-03-14,185.75454711914062
2022-03-15,191.12921142578125
2022-03-16,202.6748046875
2022-03-17,206.86505126953125
2022-03-18,215.4744873046875
2022-03-21,210.49794006347656
2022-03-22,215.63368225097656
2022-03-23,212.4586944580078
2022-03-24,218.5400390625
2022-03-25,220.77947998046875
2022-03-28,222.54116821289062
2022-03-29,228.78175354003906
2022-03-30,226.78118896484375
2022-03-31,221.3169403076172
2022-04-01,223.7952423095703
2022-04-04,232.79286193847656
2022-04-05,230.75245666503906
2022-04-06,222.25253295898438
2022-04-07,221.90414428710938
2022-04-08,221.2870635986328
2022-04-11,215.44461059570312
2022-04-12,213.135498046875
2022-04-13,213.9815216064453
2022-04-14,209.1940460205078
2022-04-18,209.78131103515625
2022-04-19,216.29061889648438
2022-04-20,199.47984313964844
2022-04-21,187.1877899169922
2022-04-22,183.246337890625
2022-04-25,186.11285400390625
2022-04-26,180.10116577148438
2022-04-27,174.12933349609375
2022-04-28,204.7649383544922
2022-04-29,199.52960205078125
2022-05-02,210.13961791992188
2022-05-03,211.035400390625
2022-05-04,222.3620147705078
2022-05-05,207.302978515625
2022-05-06,202.8141326904297
2022-05-09,195.2895965576172
2022-05-10,196.72283935546875
2022-05-11,187.8546600341797
2022-05-12,190.34292602539062
2022-05-13,197.68829345703125
2022-05-16,199.10162353515625
2022-05-17,201.66952514648438
2022-05-18,191.33822631835938
2022-05-19,190.39268493652344
2022-05-20,192.6321258544922
2022-05-23,195.3094940185547
2022-05-24,180.42962646484375
2022-05-25,182.96768188476562
2022-05-26,190.73109436035156
2022-05-27,194.21466064453125
2022-05-31,192.7316436767578
2022-06-01,187.75509643554688
2022-06-02,197.92715454101562
2022-06-03,189.88507080078125
2022-06-06,193.3387908935547
2022-06-07,194.7322235107422
2022-06-08,195.7175750732422
2022-06-09,183.13687133789062
2022-06-10,174.74644470214844
2022-06-13,163.48948669433594
2022-06-14,162.9619598388672
2022-06-15,168.55560302734375
2022-06-16,160.11537170410156
2022-06-17,162.971923828125
2022-06-21,156.31329345703125
2022-06-22,155.11892700195312
2022-06-23,158.0053253173828
2022-06-24,169.36180114746094
2022-06-27,168.6949462890625
2022-06-28,159.92625427246094
2022-06-29,163.1709747314453
2022-06-30,160.49359130859375
2022-07-01,159.27931213378906
2022-07-05,167.40103149414062
2022-07-06,168.9736328125
2022-07-07,171.3822784423828
2022-07-08,170.07843017578125
2022-07-11,162.11595153808594
2022-07-12,162.50411987304688
2022-07-13,162.7230682373047
2022-07-14,157.30860900878906
2022-07-15,163.92739868164062
2022-07-18,166.44554138183594
2022-07-19,174.95542907714844
2022-07-20,182.2311553955078
2022-07-21,182.31076049804688
2022-07-22,168.47598266601562
2022-07-25,165.86825561523438
2022-07-26,158.4034423828125
2022-07-27,168.78453063964844
2022-07-28,159.96607971191406
2022-07-29,158.3536834716797
2022-08-01,159.1797637939453
2022-08-02,159.43856811523438
2022-08-03,168.0081787109375
2022-08-04,169.76988220214844
2022-08-05,166.3260955810547
2022-08-08,169.45138549804688
2022-08-09,167.7394256591797
2022-08-10,177.50341796875
2022-08-11,176.65740966796875
2022-08-12,179.65328979492188
2022-08-15,180.0414581298828
2022-08-16,178.6281280517578
2022-08-17,174.02980041503906
2022-08-18,173.84068298339844
2022-08-19,167.172119140625
2022-08-22,162.28517150878906
2022-08-23,160.35426330566406
2022-08-24,162.49417114257812
2022-08-25,167.98826599121094
2022-08-26,161.0211181640625
2022-08-29,158.42335510253906
2022-08-30,156.4227752685547
2022-08-31,162.16571044921875
2022-09-01,164.58432006835938
2022-09-02,159.56796264648438
2022-09-06,157.7963104248047
2022-09-07,159.63760375976562
2022-09-08,161.29977416992188
2022-09-09,168.35650634765625
2022-09-12,168.16741943359375
2022-09-13,152.4116973876953
2022-09-14,150.7594451904297
2022-09-15,148.84848022460938
2022-09-16,145.603759765625
2022-09-19,147.32566833496094
2022-09-20,145.40469360351562
2022-09-21,141.4533233642578
2022-09-22,142.15005493164062
2022-09-23,139.75135803222656
2022-09-26,135.7303009033203
2022-09-27,133.76954650878906
2022-09-28,140.9457244873047
2022-09-29,135.77011108398438
2022-09-30,135.0435333251953
2022-10-03,137.95980834960938
2022-10-04,139.6219482421875
2022-10-05,138.32806396484375
2022-10-06,138.4176483154297
2022-10-07,132.82398986816406
2022-10-10,133.16238403320312
2022-10-11,127.93701934814453
2022-10-12,126.90191650390625
2022-10-13,129.67880249023438
2022-10-14,126.1653823852539
2022-10-17,133.41122436523438
2022-10-18,132.1770477294922
2022-10-19,132.6050262451172
2022-10-20,130.9130096435547
2022-10-21,129.400146484375
2022-10-24,129.1114959716797
2022-10-25,136.8649444580078
2022-10-26,129.21104431152344
2022-10-27,97.48058319091797
2022-10-28,98.73464965820312
2022-10-31,92.7229995727539
2022-11-01,94.75341796875
2022-11-02,90.11528015136719
2022-11-03,88.49293518066406
2022-11-04,90.3641128540039
2022-11-07,96.26629638671875
2022-11-08,96.0174789428711
2022-11-09,100.99402618408203
2022-11-10,111.34522247314453
2022-11-11,112.48983001708984
2022-11-14,113.6842041015625
2022-11-15,116.53079223632812
2022-11-16,112.6988525390625
2022-11-17,110.92720031738281
2022-11-18,111.5243911743164
2022-11-21,109.34465026855469
2022-11-22,110.91724395751953
2022-11-23,111.71348571777344
2022-11-25,110.88739776611328
2022-11-28,108.26971435546875
2022-11-29,108.946533203125
2022-11-30,117.54601287841797
2022-12-01,119.87503814697266
2022-12-02,122.91071319580078
2022-12-05,121.85569763183594
2022-12-06,113.58467102050781
2022-12-07,113.39556121826172
2022-12-08,114.78900146484375
2022-12-09,115.3563232421875
2022-12-12,114.17191314697266
2022-12-13,119.58639526367188
2022-12-14,121.0196304321289
2022-12-15,115.60515594482422
2022-12-16,118.86975860595703
2022-12-19,113.94297790527344
2022-12-20,116.5407485961914
2022-12-21,119.19821166992188
2022-12-22,116.57061004638672
2022-12-23,117.48628234863281
2022-12-27,116.33172607421875
2022-12-28,115.07765197753906
2022-12-29,119.69587707519531
2022-12-30,119.7754898071289
2023-01-03,124.15485382080078
2023-01-04,126.77252960205078
2023-01-05,126.34454345703125
2023-01-06,129.4100799560547
2023-01-09,128.86265563964844
2023-01-10,132.36614990234375
2023-01-11,132.2666473388672
2023-01-12,136.0687255859375
2023-01-13,136.33743286132812
2023-01-17,134.7250213623047
2023-01-18,132.39602661132812
2023-01-19,135.51133728027344
2023-01-20,138.71620178222656
2023-01-23,142.59793090820312
2023-01-24,142.46853637695312
2023-01-25,140.83624267578125
2023-01-26,146.6090545654297
2023-01-27,151.02821350097656
2023-01-30,146.37014770507812
2023-01-31,148.2711944580078
2023-02-01,152.4017333984375
2023-02-02,187.88449096679688
2023-02-03,185.65499877929688
2023-02-06,185.1872100830078
2023-02-07,190.72113037109375
2023-02-08,182.56954956054688
2023-02-09,177.08538818359375
2023-02-10,173.33306884765625
2023-02-13,178.5883026123047
2023-02-14,178.6380615234375
2023-02-15,176.32894897460938
2023-02-16,171.63111877441406
2023-02-17,172.06903076171875
2023-02-21,171.27279663085938
2023-02-22,170.31727600097656
2023-02-23,171.2329864501953
2023-02-24,169.59071350097656
2023-02-27,168.7447052001953
2023-02-28,174.11936950683594
2023-03-01,172.60650634765625
2023-03-02,173.71128845214844
2023-03-03,184.38099670410156
2023-03-06,184.03265380859375
2023-03-07,183.6444549560547
2023-03-08,184.1023406982422
2023-03-09,180.83770751953125
2023-03-10,178.66793823242188
2023-03-13,180.05142211914062
2023-03-14,193.10987854003906
2023-03-15,196.82237243652344
2023-03-16,203.9687042236328
2023-03-17,194.69241333007812
2023-03-20,196.88211059570312
2023-03-21,201.21168518066406
2023-03-22,198.87271118164062
2023-03-23,203.32174682617188
2023-03-24,205.0436248779297
2023-03-27,201.8885040283203
2023-03-28,199.73861694335938
2023-03-29,204.38673400878906
2023-03-30,206.86505126953125
2023-03-31,210.94581604003906
2023-04-03,212.0705108642578
2023-04-04,213.71275329589844
2023-04-05,210.48797607421875
2023-04-06,215.08631896972656
2023-04-10,213.7426300048828
2023-04-11,212.84686279296875
2023-04-12,212.99612426757812
2023-04-13,219.3163604736328
2023-04-14,220.4510040283203
2023-04-17,217.83335876464844
2023-04-18,216.86788940429688
2023-04-19,214.6881866455078
2023-04-20,212.0705108642578
2023-04-21,211.89134216308594
2023-04-24,211.7918243408203
2023-04-25,206.576416015625
2023-04-26,208.417724609375
2023-04-27,237.44094848632812
2023-04-28,239.19268798828125
2023-05-01,242.0392608642578
2023-05-02,238.1177520751953
2023-05-03,235.91810607910156
2023-05-04,232.42459106445312
2023-05-05,231.68804931640625
2023-05-08,232.17576599121094
2023-05-09,232.2752685546875
2023-05-10,231.9866485595703
2023-05-11,234.6839141845703
2023-05-12,232.71322631835938
2023-05-15,237.73951721191406
2023-05-16,237.69973754882812
2023-05-17,241.35252380371094
2023-05-18,245.69204711914062
2023-05-19,244.4877166748047
2023-05-22,247.15516662597656
2023-05-23,245.5825653076172
2023-05-24,248.04100036621094
2023-05-25,251.50466918945312
2023-05-26,260.810791015625
2023-05-30,261.2885437011719
2023-05-31,263.478271484375
2023-06-01,271.3311767578125
2023-06-02,271.3311767578125
2023-06-05,270.1169738769531
2023-06-06,269.84820556640625
2023-06-07,262.3634338378906
2023-06-08,263.3388671875
2023-06-09,263.7071838378906
2023-06-12,269.778564453125
2023-06-13,270.0472717285156
2023-06-14,272.0677490234375
2023-06-15,280.5079650878906
2023-06-16,279.681884765625
2023-06-20,282.9962158203125
2023-06-21,280.31884765625
2023-06-22,283.54364013671875
2023-06-23,287.3756103515625
2023-06-26,277.1637268066406
2023-06-27,285.7034912109375
2023-06-28,283.9517517089844
2023-06-29,280.2093811035156
2023-06-30,285.6338195800781
2023-07-03,284.67828369140625
2023-07-05,292.9891357421875
2023-07-06,290.6202697753906
2023-07-07,289.16717529296875
2023-07-10,292.72039794921875
2023-07-11,296.8907775878906
2023-07-12,307.888916015625
2023-07-13,311.9398498535156
2023-07-14,307.4211120605469
2023-07-17,309.1628723144531
2023-07-18,310.5862121582031
2023-07-19,314.52764892578125
2023-07-20,301.1009216308594
2023-07-21,292.87969970703125
2023-07-24,290.2420959472656
2023-07-25,293.0886535644531
2023-07-26,297.16943359375
2023-07-27,310.2478332519531
2023-07-28,323.9532165527344
2023-07-31,317.1054992675781
2023-08-01,321.1961669921875
2023-08-02,312.8356018066406
2023-08-03,311.7209167480469
2023-08-04,309.2724304199219
2023-08-07,315.0750732421875
2023-08-08,311.1734924316406
2023-08-09,303.7782897949219
2023-08-10,304.3057556152344
2023-08-11,300.22503662109375
2023-08-14,304.753662109375
2023-08-15,300.5335693359375
2023-08-16,292.9095458984375
2023-08-17,283.752685546875
2023-08-18,281.9212951660156
2023-08-21,288.54010009765625
2023-08-22,286.25091552734375
2023-08-23,292.8597106933594
2023-08-24,285.4048767089844
2023-08-25,284.1607360839844
2023-08-28,288.8984375
2023-08-29,296.5921325683594
2023-08-30,293.7156982421875
2023-08-31,294.50201416015625
2023-09-01,294.98974609375
2023-09-05,298.7420349121094
2023-09-06,297.76666259765625
2023-09-07,297.2689514160156
2023-09-08,296.4926452636719
2023-09-11,306.11724853515625
2023-09-12,300.2449645996094
2023-09-13,303.62896728515625
2023-09-14,310.2577209472656
2023-09-15,298.9012756347656
2023-09-18,301.13079833984375
2023-09-19,303.6389465332031
2023-09-20,298.2642822265625
2023-09-21,294.3427734375
2023-09-22,297.6770324707031
2023-09-25,299.4188232421875
2023-09-26,297.55755615234375
2023-09-27,296.3433532714844
2023-09-28,302.5341491699219
2023-09-29,298.8017272949219
2023-10-02,305.3807678222656
2023-10-03,299.5283508300781
2023-10-04,304.1465759277344
2023-10-05,303.3602600097656
2023-10-06,313.9503479003906
2023-10-09,316.8666076660156
2023-10-10,320.33026123046875
2023-10-11,326.2822265625
2023-10-12,322.639404296875
2023-10-13,313.21380615234375
2023-10-16,319.64349365234375
2023-10-17,322.4801330566406
2023-10-18,315.4831237792969
2023-10-19,311.3426513671875
2023-10-20,307.2021789550781
2023-10-23,312.5370178222656
2023-10-24,311.0838317871094
2023-10-25,298.1249694824219
2023-10-26,286.9974060058594
2023-10-27,295.3381042480469
2023-10-30,301.2402648925781
2023-10-31,299.8567199707031
2023-11-01,310.38714599609375
2023-11-02,309.4117431640625
2023-11-03,313.124267578125
2023-11-06,314.318603515625
2023-11-07,317.3244323730469
2023-11-08,318.2799377441406
2023-11-09,319.04632568359375
2023-11-10,327.2277526855469
2023-11-13,327.64581298828125
2023-11-14,334.7323913574219
2023-11-15,331.1492614746094
2023-11-16,332.6223449707031
2023-11-17,333.4683837890625
2023-11-20,338.3752136230469
2023-11-21,335.3992614746094
2023-11-22,339.8880920410156
2023-11-24,336.6434020996094
2023-11-27,333.1299743652344
2023-11-28,337.3998107910156
2023-11-29,330.6417236328125
2023-11-30,325.6153564453125
2023-12-01,323.2962951660156
2023-12-04,318.518798828125
2023-12-05,316.7969665527344
2023-12-06,315.96087646484375
2023-12-07,325.05804443359375
2023-12-08,331.1891174316406
