date,tic,close,high,low,open,volume,SMA_50,SMA_200,RSI_14,ROC_10,MACD,MACD_Signal,Federal Funds Rate,10Y Treasury Yield,CPI,Core CPI,PCE Price Index,Retail Sales,Unemployment Rate,Non-Farm Payrolls,M2 Money Stock,Fiscal Year,Period,Report Type,Release Date,Operating Income,Net Income,EPS Diluted,Total Assets,Shareholders Equity,sentiment_score_sentiment_1,sentiment_score_sentiment_2,importance_sentiment_2,transformer_prediction,transformer_confidence,transformer_signal
2020-01-16,AAPL,76.32099914550781,76.43237250443956,75.5583716587375,75.92152830847965,108829200,67.3918556213379,54.40038377761841,74.31058410165357,4.957549228625627,1.7550147309877424,1.188898086981938,0.05,0.66,256.032,265.746,103.817,401028.0,14.8,130424.0,17005.8,,,,,,,,,,0.7060024738311768,0.0,0.5,0.40685404928594865,0.5504736426562449,-1
2020-01-17,AAPL,77.16594696044922,77.16836298058836,76.26289478458983,76.57036474816839,137816400,67.69385520935059,54.55223924636841,74.31058410165357,7.161356838923294,1.7491499170120903,1.300948452987969,0.05,0.66,256.032,265.746,103.817,401028.0,14.8,130424.0,17005.8,,,,,,,,,,0.9417266249656676,0.0,0.5,0.5483924543132068,0.721038624453471,1
2020-01-21,AAPL,76.64301300048828,77.23616451241722,76.50501168087581,76.79311658809118,110843200,67.98486518859863,54.70107284545898,74.31058410165357,5.593747132390758,1.9197973374664168,1.4247182298836585,0.05,0.66,256.032,265.746,103.817,401028.0,14.8,130424.0,17005.8,,,,,,,,,,0.0,0.0,0.5,0.1173439510684404,0.7537990718880955,-1
2020-01-22,AAPL,76.91657257080078,77.47098633963294,76.82214830621916,77.12961824131806,101832400,68.26701347351074,54.8497052192688,74.91193137306105,6.4713813006107195,2.150531212932929,1.5698808264935125,0.05,0.66,256.032,265.746,103.817,401028.0,14.8,130424.0,17005.8,,,,,,,,,,0.0,0.0,0.5,0.15501643349739344,0.7679773214332677,-1
2020-01-23,AAPL,77.28701782226562,77.3669090518308,76.42027962377395,76.96986153628443,104472000,68.55313278198243,54.99647695541382,71.9025781932029,5.29045299210771,2.3208379199369062,1.7200722451821917,0.05,0.66,256.032,265.746,103.817,401028.0,14.8,130424.0,17005.8,,,,,,,,,,0.0,0.0,0.5,0.38754249415180547,0.5867263833918346,-1
2020-01-24,AAPL,77.06427001953125,78.27963174807223,76.8730054274966,77.5339532626897,146537600,68.82482215881348,55.14285356521607,75.40140327256472,2.8033517601707554,2.3885728957517074,1.8537723752960944,0.05,0.66,256.032,265.746,103.817,401028.0,14.8,130424.0,17005.8,,,,,,,,,,0.0,0.0,0.5,0.2974337759331152,0.5579296548749089,-1
2020-01-27,AAPL,74.79816436767578,75.48089322464955,73.81279759380895,75.06689673049003,161940000,69.0523518371582,55.27655813217163,59.51337175928474,-0.4447011080107939,2.3782579445616037,1.9586694891491965,0.05,0.66,256.032,265.746,103.817,401028.0,14.8,130424.0,17005.8,,,,,,,,,,-0.6121520400047302,0.0,0.5,0.5628494665190548,0.3066168505613402,1
2020-01-28,AAPL,76.91414642333984,77.08603847633346,75.58257224071698,75.68183593003438,162234000,69.31004730224609,55.42284288406372,67.41236911162224,0.2302813972658334,2.3902987712146455,2.0449953455622865,0.05,0.66,256.032,265.746,103.817,401028.0,14.8,130424.0,17005.8,,,,,,,,,,-0.3111586968104045,0.0,0.5,0.31839518489575774,0.8559342690851028,-1
2020-01-29,AAPL,78.5241470336914,79.37393591584485,77.80752001617462,78.55078236199498,216229200,69.60880401611328,55.57727344512939,68.46509560000088,3.7290513730221466,2.447425291406951,2.1254813347312194,0.05,0.66,256.032,265.746,103.817,401028.0,14.8,130424.0,17005.8,,,,,,,,,,0.1356302499771118,0.0,0.5,0.21753925973294164,0.6619847270333659,-1
2020-01-30,AAPL,78.41036224365234,78.46362551493233,77.17078871761717,77.60415772537527,126743200,69.89017776489258,55.73070390701294,63.879072310286475,4.0245507341960645,2.782422925726181,2.2568696529302117,0.05,0.66,256.032,265.746,103.817,401028.0,14.8,130424.0,17005.8,,,,,,,,,,0.0,0.0,0.5,0.7931297537843108,0.42189236231398086,1
2020-01-31,AAPL,74.93374633789062,78.12225762194025,74.63837863048332,77.69857485901245,199588400,70.09553054809571,55.86672731399536,49.36882333650919,-1.817655459374106,3.0650818592434703,2.4185120941928635,0.05,0.66,256.032,265.746,103.817,401028.0,14.8,130424.0,17005.8,,,,,,,,,,0.0,0.0,0.5,0.45484473990269286,0.851762051652862,-1
2020-02-03,AAPL,74.72795104980469,75.89731214570682,73.16879799630816,73.67237193822604,173788400,70.30068939208985,55.99707458496093,42.98745827278482,-3.1594194157872595,3.9399352072614207,2.722796716806575,0.05,0.66,256.032,265.746,103.817,401028.0,14.8,130424.0,17005.8,,,,,,,,,,-0.7028122544288635,0.0,0.5,0.5135056409375848,0.8489591410621778,1
2020-02-04,AAPL,77.19502258300781,77.38628720994407,75.93123677650955,76.33797057002913,136616400,70.57020057678223,56.13888286590576,54.7396654103214,0.7202347101307388,5.149821963760473,3.208201766197355,0.05,0.66,256.032,265.746,103.817,401028.0,14.8,130424.0,17005.8,,,,,,,,,,0.0,0.0,0.5,0.21505036275730863,0.8935104986196576,-1
2020-02-05,AAPL,77.82449340820312,78.62585870108742,77.2192321665417,78.32564410108219,118826800,70.85801467895507,56.28303602218628,57.61876762647127,1.1803968989473803,5.228779900254892,3.612317393008863,0.05,0.66,256.032,265.746,103.817,401028.0,14.8,130424.0,17005.8,,,,,,,,,,0.0,0.0,0.5,0.39112345509496343,0.8244339378833874,-1
2020-02-06,AAPL,78.73479461669922,78.73721802576215,77.53638189287197,78.0956426416798,105425600,71.16514831542969,56.42820743560791,57.5291056436939,1.8732470668786805,5.30689108633424,3.9512321316739385,0.05,0.66,256.032,265.746,103.817,401028.0,14.8,130424.0,17005.8,,,,,,,,,,0.0,0.0,0.5,0.5221845179419732,0.898670632692039,1
2020-02-07,AAPL,77.6645736694336,78.48240085764334,77.1719355094332,78.23244174012544,117684000,71.42865264892578,56.56841102600097,51.53376075998085,0.778964946725898,5.302878737020663,4.221561452743283,0.05,0.66,256.032,265.746,103.817,401028.0,14.8,130424.0,17005.8,,,,,,,,,,0.0,0.0,0.5,0.2698012845155394,0.44681171287396354,-1
2020-02-10,AAPL,78.03343963623047,78.03343963623047,76.1648155367922,76.24489635857795,109348800,71.70960563659668,56.71271062850952,54.31783569451275,4.325340462436294,5.3627374446374745,4.449796651122122,0.05,0.66,256.032,265.746,103.817,401028.0,14.8,130424.0,17005.8,,,,,,,,,,0.0,0.0,0.5,0.5751396036691344,0.8053497511195405,1
2020-02-11,AAPL,77.5626220703125,78.60371692560051,77.34421247844126,78.53091619696823,94323200,71.96395301818848,56.855829887390136,51.9819627092636,0.8431162239042599,5.365007575434689,4.632838835984636,0.05,0.66,256.032,265.746,103.817,401028.0,14.8,130424.0,17005.8,,,,,,,,,,0.0,0.0,0.5,0.37987226201623897,0.7938169852774588,-1
2020-02-12,AAPL,79.40457916259766,79.40943007689862,78.01402569685219,78.01402569685219,113730400,72.25799629211426,57.00778768539429,55.958336106203426,1.121224696052405,5.267941099777843,4.759859288743278,0.05,0.66,256.032,265.746,103.817,401028.0,14.8,130424.0,17005.8,,,,,,,,,,0.9477163553237916,0.0,0.5,0.44166125004134466,0.43856421553244024,-1
2020-02-13,AAPL,78.83914947509766,79.16676770573471,78.47027994928578,78.6741294824432,94747600,72.55569305419922,57.16163736343384,54.89962009763141,0.546850211089319,5.327086991775438,4.87330482934971,0.05,0.66,256.032,265.746,103.817,401028.0,14.8,130424.0,17005.8,,,,,,,,,,0.0,0.0,0.5,0.3796586775541206,0.35906252940059447,-1
2020-02-14,AAPL,78.85853576660156,79.10849481422575,78.34890843869533,78.80756784962874,80113600,72.87658386230468,57.30378643035888,62.7960678012396,5.237679444203029,5.2916060482886635,4.956965073137501,0.05,0.66,256.032,265.746,103.817,401028.0,14.8,130424.0,17005.8,,,,,,,,,,0.0,0.0,0.5,0.8704556369017876,0.8876523082065598,1
2020-02-18,AAPL,77.41459655761719,77.59660579717271,76.34923225388421,76.53124149343974,152531200,73.15750732421876,57.44035665512085,51.64690481319513,3.595235076125537,5.513923929997553,5.068356844509511,0.05,0.66,256.032,265.746,103.817,401028.0,14.8,130424.0,17005.8,,,,,,,,,,0.0,0.0,0.5,0.4973005550524132,0.4776147309123662,-1
2020-02-19,AAPL,78.53578186035156,78.76632988761132,77.65728500864738,77.65728500864738,93984000,73.44226150512695,57.57941877365112,50.03956121040183,1.7368467972167914,5.93914433110308,5.242514341828224,0.05,0.66,256.032,265.746,103.817,401028.0,14.8,130424.0,17005.8,,,,,,,,,,-0.7677638530731201,0.0,0.5,0.28845781420882,0.8225350742806837,-1
2020-02-20,AAPL,77.73009490966797,78.78575023333428,77.22289659591061,78.29554123010857,100566000,73.68606170654297,57.71836896896362,47.79087271974082,-0.1212966437700012,6.108832155639334,5.415777904590447,0.05,0.66,256.032,265.746,103.817,401028.0,14.8,130424.0,17005.8,,,,,,,,,,0.0,0.0,0.5,0.6645089824206378,0.30247629280476235,1
2020-02-21,AAPL,75.9706802368164,77.766511287534,75.35185156797284,77.32240444012415,129554000,73.91302474975586,57.85525325775146,53.79008982127768,-3.5106643680715957,6.180617896171164,5.568745902906591,0.05,0.66,256.032,265.746,103.817,401028.0,14.8,130424.0,17005.8,,,,,,,,,,0.0,0.0,0.5,0.25583127000579553,0.3126148843317613,-1
2020-02-24,AAPL,72.36202239990234,73.81809639904387,70.19004979476811,72.13876186738017,222195200,74.06026092529297,57.97404638290405,43.074954500284726,-6.827503221868805,5.808993759026855,5.616795474130644,0.05,0.66,256.032,265.746,103.817,401028.0,14.8,130424.0,17005.8,,,,,,,,,,0.0,0.0,0.5,0.541772719000951,0.5795227852178211,1
2020-02-25,AAPL,69.91096496582031,73.4176795737371,69.43774534651452,73.03425000192122,230673600,74.14738754272462,58.08319522857666,28.65964274186987,-10.408966602362788,5.271457324462631,5.547727844197041,0.05,0.66,256.032,265.746,103.817,401028.0,14.8,130424.0,17005.8,,,,,,,,,,0.0,0.0,0.5,0.10806597522404486,0.4432288103610382,-1
2020-02-26,AAPL,71.02001190185547,72.28922581008212,69.52753744829661,69.53481752247102,198054800,74.25335433959961,58.201219749450686,30.60955698032643,-8.435261719911928,4.677971047323965,5.373776484822426,0.05,0.66,256.032,265.746,103.817,401028.0,14.8,130424.0,17005.8,,,,,,,,,,0.0,0.0,0.5,0.2343627902203139,0.7139047700615786,-1
2020-02-27,AAPL,66.3775634765625,69.40620033933959,66.24166381662789,68.21707461192374,320605600,74.24860504150391,58.30981073379517,20.962579308094575,-16.405874602470455,3.628928598358165,5.024806907529575,0.05,0.66,256.032,265.746,103.817,401028.0,14.8,130424.0,17005.8,,,,,,,,,,0.0,0.0,0.5,0.5393722471738247,0.6393385953407726,1
2020-02-28,AAPL,66.3387451171875,67.56427882911555,62.215630206085294,62.431618127058165,426510000,74.22027282714843,58.41467275619507,22.03044943113156,-15.855579925882592,2.7071211330312934,4.561269752629919,0.05,0.66,256.032,265.746,103.817,401028.0,14.8,130424.0,17005.8,,,,,,,,,,0.0,0.0,0.5,0.6476933159990821,0.3464914784702949,1
2020-03-02,AAPL,72.51490783691406,73.15315476053108,67.39680886693866,68.50342446012388,341397200,74.31280105590821,58.54769836425781,39.40943808564163,-8.0443136155391,2.356268039548546,4.120269410013645,0.05,0.66,256.032,265.746,103.817,401028.0,14.8,130424.0,17005.8,,,,,,,,,,0.4400513768196106,0.0,0.5,0.534273656237994,0.39757697778943024,1
2020-03-03,AAPL,70.21188354492188,73.77440915704527,69.3576488043323,73.69432835310232,319475600,74.36251296997071,58.67021881103516,36.82012157253067,-9.304076147105626,2.0645823180476697,3.70913199162045,0.05,0.66,256.032,265.746,103.817,401028.0,14.8,130424.0,17005.8,,,,,,,,,,0.0,0.0,0.5,0.4768703435223519,0.5328295620350486,-1
2020-03-04,AAPL,73.4686508178711,73.62881987433597,71.13650877871662,71.93977581539738,219178400,74.47600433349609,58.81032157897949,39.87078393060983,-6.4520030519217215,1.8337448959518383,3.334054572486728,0.05,0.66,256.032,265.746,103.817,401028.0,14.8,130424.0,17005.8,,,,,,,,,,0.0,0.0,0.5,0.43977926088214225,0.4113624383732599,-1
2020-03-05,AAPL,71.08554077148438,72.69449642985231,70.71909308665877,71.71650028960082,187572800,74.54464172363281,58.94561460494995,37.541884347592216,-8.548238807511288,1.4992511304937537,2.967093884088133,0.05,0.66,256.032,265.746,103.817,401028.0,14.8,130424.0,17005.8,,,,,,,,,,0.0,0.0,0.5,0.2042956019265145,0.7753334083463572,-1
2020-03-06,AAPL,70.14151763916016,70.5759151634938,68.24862422437134,68.43548440571074,226176800,74.57231872558594,59.07196729660034,36.39808237410371,-7.672910890735133,1.108097936123052,2.595294694495117,0.05,0.66,256.032,265.746,103.817,401028.0,14.8,130424.0,17005.8,,,,,,,,,,0.0,0.0,0.5,0.35603115832105825,0.5496421413319681,-1
2020-03-09,AAPL,64.5938720703125,67.48660157527603,63.82457638904733,64.00658563730508,286744800,74.48773544311524,59.17517475128174,32.265876662615625,-10.735120539693936,0.281235087701269,2.1324827731363474,0.05,0.66,256.032,265.746,103.817,401028.0,14.8,130424.0,17005.8,,,,,,,,,,0.0,0.0,0.5,0.4078722458080425,0.35605912010549956,-1
2020-03-10,AAPL,69.24603271484375,69.5129811258908,65.37044835521063,67.25606913589775,285290000,74.46888626098632,59.30539421081543,38.29358402885162,-0.9511129638986532,-0.1712707832472375,1.6717320618596303,0.05,0.66,256.032,265.746,103.817,401028.0,14.8,130424.0,17005.8,,,,,,,,,,-0.1084805925687154,0.0,0.5,0.7114244452437831,0.5906057413632749,1
2020-03-11,AAPL,66.84109497070312,68.24620887014642,65.97472890691317,67.31675128375106,255598800,74.402470703125,59.42441864013672,36.8099336542647,-5.884140003985504,-0.5828775398381225,1.22081014152008,0.05,0.66,256.032,265.746,103.817,401028.0,14.8,130424.0,17005.8,,,,,,,,,,0.0,0.0,0.5,0.5687236579136923,0.3545029086368485,1
2020-03-12,AAPL,60.24020767211914,65.52333058622261,60.18439253845632,62.11126440817364,418474000,74.1957089996338,59.51132831573487,32.94568549084501,-9.246129991816318,-1.290559647189923,0.7185361837780795,0.05,0.66,256.032,265.746,103.817,401028.0,14.8,130424.0,17005.8,,,,,,,,,,-0.4797998666763306,0.0,0.5,0.14739196892745318,0.3773623832518903,-1
2020-03-13,AAPL,67.45748901367188,67.93071607578169,61.38565875889742,64.28325061879912,370732000,74.12297966003418,59.6353463935852,45.06857766023419,1.6864110023608558,-1.904385759568008,0.1939517951088619,0.05,0.66,256.032,265.746,103.817,401028.0,14.8,130424.0,17005.8,,,,,,,,,,0.0,0.0,0.5,0.564816793878959,0.44376589921692317,1
2020-03-16,AAPL,58.77928161621094,62.87327141626091,58.242959402399286,58.716182706946256,322423600,73.8442440032959,59.71486726760864,40.05291876776212,-18.941796425632273,-2.903658268636619,-0.4255702176402343,0.05,0.66,256.032,265.746,103.817,401028.0,14.8,130424.0,17005.8,,,,,,,,,,0.0,0.0,0.5,0.4229835439167367,0.8157166231484939,-1
2020-03-17,AAPL,61.36381149291992,62.51653302875141,57.85467155764232,60.06547737431807,324056000,73.631337890625,59.81119428634644,41.59307007119462,-12.601957966760594,-3.732554653645373,-1.086967104841262,0.05,0.66,256.032,265.746,103.817,401028.0,14.8,130424.0,17005.8,,,,,,,,,,-0.6380716760953268,0.0,0.5,0.36461559993880827,0.8547675193997832,-1
2020-03-18,AAPL,59.86163711547852,60.66975874633833,57.54405159077075,58.18715325527487,300233600,73.37691246032715,59.90213857650757,43.99893280696011,-18.52084331332609,-4.70628390525944,-1.8108304649248976,0.05,0.66,256.032,265.746,103.817,401028.0,14.8,130424.0,17005.8,,,,,,,,,,0.0,0.0,0.5,0.6223352577681736,0.7957546375992415,1
2020-03-19,AAPL,59.40296936035156,61.35896164078844,58.876356338925326,60.036361741511776,271857200,73.12014091491699,59.98316679000855,43.661278496098255,-16.434525621305003,-5.06231359948152,-2.4611270918362225,0.05,0.66,256.032,265.746,103.817,401028.0,14.8,130424.0,17005.8,,,,,,,,,,0.0,0.0,0.5,0.7061999044991902,0.5004463304507084,1
2020-03-20,AAPL,55.63173675537109,61.11385462075303,55.33081345438568,59.98539501929856,401693200,72.7647029876709,60.04185209274292,33.86073581376013,-20.68643703780973,-5.284148936407995,-3.025731460750577,0.05,0.66,256.032,265.746,103.817,401028.0,14.8,130424.0,17005.8,,,,,,,,,,0.0,0.0,0.5,0.6862560238232397,0.463467864665299,1
2020-03-23,AAPL,54.44988632202149,55.45215178207589,51.59598260057971,55.35022704591594,336752800,72.35444473266601,60.091405849456784,34.60245511793197,-15.704254015379284,-5.36178273109747,-3.492941714819956,0.05,0.66,256.032,265.746,103.817,401028.0,14.8,130424.0,17005.8,,,,,,,,,,-0.3244848450024922,0.0,0.5,0.33215649535547226,0.6294934144741435,-1
2020-03-24,AAPL,59.91259765625,60.10916707001685,56.85969513959366,57.359613328429845,287531200,72.05005111694337,60.16234571456909,37.30455090686321,-13.478656744176206,-4.985458352071532,-3.791445042270272,0.05,0.66,256.032,265.746,103.817,401028.0,14.8,130424.0,17005.8,,,,,,,,,,0.0,0.0,0.5,0.43815752482975706,0.7331118963198674,-1
2020-03-25,AAPL,59.58256530761719,62.671868780258336,59.28649655092537,60.85177578567194,303602000,71.70695373535156,60.22871374130249,38.79645973245875,-10.859381741528018,-4.451656765939859,-3.9234873870041898,0.05,0.66,256.032,265.746,103.817,401028.0,14.8,130424.0,17005.8,,,,,,,,,,0.0,0.0,0.5,0.5662526862807128,0.896023672896105,1
2020-03-26,AAPL,62.71796798706055,62.77620858330938,59.78640491258839,59.82523444541299,252087200,71.44728889465333,60.308077545166014,43.06569618765603,4.113133753501622,-4.041683238106529,-3.9471265572246574,0.05,0.66,256.032,265.746,103.817,401028.0,14.8,130424.0,17005.8,,,,,,,,,,0.0,0.0,0.5,0.6951090254244718,0.3789424271273557,1
2020-03-27,AAPL,60.12130737304688,62.09428547221415,59.95385824110164,61.33712804392787,204216800,71.14217933654785,60.37520347595215,45.57843683560928,-10.8752664053922,-3.747810006265716,-3.9072632470328696,0.05,0.66,256.032,265.746,103.817,401028.0,14.8,130424.0,17005.8,,,,,,,,,,0.0,0.0,0.5,0.40416515243094203,0.32957519941428265,-1
2020-03-30,AAPL,61.837039947509766,62.0093436795025,60.52414557218957,60.84933827038797,167976400,70.8525001525879,60.45095621109009,42.224029378423765,5.202102249673494,-3.539898274586598,-3.833790252543616,0.05,0.66,256.032,265.746,103.817,401028.0,14.8,130424.0,17005.8,,,,,,,,,,0.0,0.0,0.5,0.46286820466723655,0.7166135333971626,-1
2020-03-31,AAPL,61.71085357666016,63.70082103256645,61.15512018524407,62.02876624051435,197002000,70.54339828491212,60.52777326583863,44.34516611359941,0.5655484483395931,-3.2203560397231854,-3.71110340997953,0.05,0.66,256.032,265.746,103.817,401028.0,14.8,130424.0,17005.8,,,,,,,,,,-0.3537695705890655,0.0,0.5,0.27873300519879435,0.7993354701023434,-1
2020-04-01,AAPL,58.46380615234375,60.35912878890937,58.031837774101646,59.82038104472191,176218400,70.17981414794922,60.58697242736817,47.88562478393029,-2.3351031319745403,-3.15900510099555,-3.6006837481827345,0.05,0.66,256.032,265.746,103.817,401028.0,14.8,130424.0,17005.8,,,,,,,,,,0.0,0.0,0.5,0.2607586751838658,0.807809267919854,-1
2020-04-02,AAPL,59.43938064575195,59.49277033542223,57.49066808175266,58.32548464424578,165934000,69.83027030944824,60.6455668258667,38.79088231514065,0.0612953961602688,-3.2190064246707024,-3.5243482834803284,0.05,0.66,256.032,265.746,103.817,401028.0,14.8,130424.0,17005.8,,,,,,,,,,0.0,0.0,0.5,0.6625051644788396,0.7070781294462964,1
2020-04-03,AAPL,58.585147857666016,59.62623930857482,57.99301040837071,58.92247157470053,129880000,69.45623291015625,60.70058746337891,49.65261343016916,5.308860148087657,-3.0935068682456333,-3.4381800004333893,0.05,0.66,256.032,265.746,103.817,401028.0,14.8,130424.0,17005.8,,,,,,,,,,0.4480325877666473,0.0,0.5,0.7712480057141646,0.8724094824715123,1
2020-04-06,AAPL,63.69596099853516,63.85127171613836,60.51929359909339,60.88816303362977,201820400,69.18886672973633,60.77925045013428,53.82717128284694,16.980888852240316,-2.767251245091259,-3.3039942493649637,0.05,0.66,256.032,265.746,103.817,401028.0,14.8,130424.0,17005.8,,,,,,,,,,0.0,0.0,0.5,0.4855979756839332,0.6066028581267522,-1
2020-04-07,AAPL,62.95822525024414,65.93590198494132,62.85387503437831,65.71748491139161,202887200,68.95206794738769,60.85504232406616,55.21243033307844,5.083451082305768,-2.3247593321133664,-3.1081472659146443,0.05,0.66,256.032,265.746,103.817,401028.0,14.8,130424.0,17005.8,,,,,,,,,,-0.3977162539958954,0.0,0.5,0.7007065795784049,0.8482888790017276,1
2020-04-08,AAPL,64.56959533691406,64.88507503558087,63.39503001062034,63.76147021932345,168895200,68.70517692565917,60.93913150787353,58.371999641977105,8.369948496761552,-1.933556325583723,-2.8732290778484604,0.05,0.66,256.032,265.746,103.817,401028.0,14.8,130424.0,17005.8,,,,,,,,,,0.0,0.0,0.5,0.5723272050095268,0.8806872821949139,1
2020-04-09,AAPL,65.03553771972656,65.54031414733082,64.2371292048889,65.20784512846275,161834800,68.43540473937988,61.02916938781738,67.06598881314622,3.6952245218533823,-1.476537062893037,-2.593890674857376,0.05,0.66,256.032,265.746,103.817,401028.0,14.8,130424.0,17005.8,,,,,,,,,,0.0,0.0,0.5,0.37097604907897513,0.8082944742018647,-1
2020-04-13,AAPL,66.31204223632812,66.42125075775364,64.51136064871955,65.11320728466447,131022800,68.1934383392334,61.120503997802736,71.45369830827521,10.297072924359966,-0.6870979928579004,-2.212532138457481,0.05,0.66,256.032,265.746,103.817,401028.0,14.8,130424.0,17005.8,,,,,,,,,,0.0,0.0,0.5,0.5722791211016828,0.4858551379551724,1
2020-04-14,AAPL,69.6610107421875,69.95222853281514,67.47689953040836,67.95012658868427,194994800,68.08798362731933,61.2286555480957,69.09042636954936,12.652563578914991,0.2526896218412844,-1.719487786397728,0.05,0.66,256.032,265.746,103.817,401028.0,14.8,130424.0,17005.8,,,,,,,,,,0.0,0.0,0.5,0.8076073132931939,0.4177293907021772,1
2020-04-15,AAPL,69.02519989013672,69.4862886004415,68.10302246952716,68.53256171861511,131154400,67.97392860412597,61.33581628799438,68.27277865114526,11.852609208184628,1.0921545643137662,-1.1571593162554292,0.05,0.66,256.032,265.746,103.817,401028.0,14.8,130424.0,17005.8,,,,,,,,,,0.0,0.0,0.5,0.4928347921780097,0.628872038989091,-1
2020-04-16,AAPL,69.57364654541016,69.94009422345636,68.5204205220071,69.7410956561746,157125200,67.82150108337402,61.441354789733886,64.74274406873568,19.0029372431152,1.8192017900967343,-0.5618870949849966,0.05,0.66,256.032,265.746,103.817,401028.0,14.8,130424.0,17005.8,,,,,,,,,,-0.9315085113048552,0.0,0.5,0.8129287311628012,0.5718088502281131,1
2020-04-17,AAPL,68.62962341308594,69.63674726381512,67.1881094519009,69.08829031254295,215250000,67.63760368347168,61.54075443267822,69.69664535928649,15.461538575084056,2.4142554857270966,0.033341421157422,0.05,0.66,256.032,265.746,103.817,401028.0,14.8,130424.0,17005.8,,,,,,,,,,0.0,0.0,0.5,-0.023949020817948904,0.8266550053156398,-1
2020-04-20,AAPL,67.2051010131836,68.35782638874939,67.18568994969831,67.45263835997193,130015200,67.40700981140137,61.6310115814209,62.59683694476585,14.713546813024958,2.8129069623813336,0.5892545294022044,0.05,0.66,256.032,265.746,103.817,401028.0,14.8,130424.0,17005.8,,,,,,,,,,0.0,0.0,0.5,0.6643805008750447,0.36001900264029224,1
