Date,MSFT
2021-01-25,221.42388916015625
2021-01-26,224.125
2021-01-27,224.6748504638672
2021-01-28,230.4918975830078
2021-01-29,223.76805114746094
2021-02-01,231.1864471435547
2021-02-02,231.05140686035156
2021-02-03,234.41815185546875
2021-02-04,233.46311950683594
2021-02-05,233.64642333984375
2021-02-08,233.9068603515625
2021-02-09,235.16094970703125
2021-02-10,234.2445068359375
2021-02-11,235.8555450439453
2021-02-12,236.33787536621094
2021-02-16,235.09341430664062
2021-02-17,236.11834716796875
2021-02-18,235.72190856933594
2021-02-19,232.99526977539062
2021-02-22,226.74905395507812
2021-02-23,225.55007934570312
2021-02-24,226.78770446777344
2021-02-25,221.41172790527344
2021-02-26,224.6895294189453
2021-03-01,229.09860229492188
2021-03-02,226.13021850585938
2021-03-03,220.02902221679688
2021-03-04,219.2264862060547
2021-03-05,223.9353485107422
2021-03-08,219.86465454101562
2021-03-09,226.04318237304688
2021-03-10,224.72821044921875
2021-03-11,229.28231811523438
2021-03-12,227.94796752929688
2021-03-15,227.0391082763672
2021-03-16,229.84315490722656
2021-03-17,229.19532775878906
2021-03-18,223.08450317382812
2021-03-19,222.7267303466797
2021-03-22,228.18003845214844
2021-03-23,229.71743774414062
2021-03-24,227.66761779785156
2021-03-25,224.65087890625
2021-03-26,228.6538543701172
2021-03-29,227.45484924316406
2021-03-30,224.17706298828125
2021-03-31,227.96731567382812
2021-04-01,234.32962036132812
2021-04-05,240.82717895507812
2021-04-06,239.65724182128906
2021-04-07,241.6296844482422
2021-04-08,244.8688507080078
2021-04-09,247.38282775878906
2021-04-12,247.4408416748047
2021-04-13,249.93540954589844
2021-04-14,247.1313934326172
2021-04-15,250.91197204589844
2021-04-16,252.11097717285156
2021-04-19,250.17713928222656
2021-04-20,249.71304321289062
2021-04-21,251.95623779296875
2021-04-22,248.65914916992188
2021-04-23,252.50743103027344
2021-04-26,252.89418029785156
2021-04-27,253.30023193359375
2021-04-28,246.13551330566406
2021-04-29,244.15335083007812
2021-04-30,243.83424377441406
2021-05-03,243.5248565673828
2021-05-04,239.58953857421875
2021-05-05,238.31320190429688
2021-05-06,241.46531677246094
2021-05-07,244.10501098632812
2021-05-10,238.9997100830078
2021-05-11,238.08116149902344
2021-05-12,231.09043884277344
2021-05-13,234.98707580566406
2021-05-14,239.9376220703125
2021-05-17,237.06590270996094
2021-05-18,235.035400390625
2021-05-19,235.61691284179688
2021-05-20,238.8731689453125
2021-05-21,237.60362243652344
2021-05-24,243.04051208496094
2021-05-25,243.9514923095703
2021-05-26,243.72857666015625
2021-05-27,241.61585998535156
2021-05-28,241.97445678710938
2021-06-01,239.76478576660156
2021-06-02,239.66787719726562
2021-06-03,238.12698364257812
2021-06-04,243.05020141601562
2021-06-07,245.9770050048828
2021-06-08,244.7752685546875
2021-06-09,245.76376342773438
2021-06-10,249.30113220214844
2021-06-11,249.9310760498047
2021-06-14,251.869384765625
2021-06-15,250.38658142089844
2021-06-16,249.4368133544922
2021-06-17,252.84817504882812
2021-06-18,251.4235076904297
2021-06-21,254.5248260498047
2021-06-22,257.31597900390625
2021-06-23,257.08331298828125
2021-06-24,258.45947265625
2021-06-25,256.8409729003906
2021-06-28,260.4268493652344
2021-06-29,263.02410888671875
2021-06-30,262.5395202636719
2021-07-01,263.21795654296875
2021-07-02,269.08123779296875
2021-07-06,269.0909423828125
2021-07-07,271.2908630371094
2021-07-08,268.85833740234375
2021-07-09,269.3623046875
2021-07-12,268.76141357421875
2021-07-13,272.3084716796875
2021-07-14,273.791259765625
2021-07-15,272.35693359375
2021-07-16,272.0856018066406
2021-07-19,268.4610290527344
2021-07-20,270.6997375488281
2021-07-21,272.71551513671875
2021-07-22,277.3092346191406
2021-07-23,280.73028564453125
2021-07-26,280.12939453125
2021-07-27,277.6968994140625
2021-07-28,277.3867492675781
2021-07-29,277.6581115722656
2021-07-30,276.11724853515625
2021-08-02,276.0299377441406
2021-08-03,278.25897216796875
2021-08-04,277.66778564453125
2021-08-05,280.5848693847656
2021-08-06,280.5267639160156
2021-08-09,279.4316101074219
2021-08-10,277.5999755859375
2021-08-11,278.09429931640625
2021-08-12,280.8659973144531
2021-08-13,283.81219482421875
2021-08-16,285.50811767578125
2021-08-17,284.0350036621094
2021-08-18,282.2969970703125
2021-08-19,288.1617736816406
2021-08-20,295.5316162109375
2021-08-23,295.813232421875
2021-08-24,293.8420104980469
2021-08-25,293.249755859375
2021-08-26,290.4145202636719
2021-08-27,291.0262451171875
2021-08-30,294.78399658203125
2021-08-31,293.1235656738281
2021-09-01,293.07501220703125
2021-09-02,292.41473388671875
2021-09-03,292.4050598144531
2021-09-07,291.4728698730469
2021-09-08,291.501953125
2021-09-09,288.6278381347656
2021-09-10,287.13250732421875
2021-09-13,288.3753967285156
2021-09-14,291.09423828125
2021-09-15,295.978271484375
2021-09-16,296.36669921875
2021-09-17,291.17181396484375
2021-09-20,285.7633972167969
2021-09-21,286.2489013671875
2021-09-22,289.9192199707031
2021-09-23,290.8708190917969
2021-09-24,290.6669616699219
2021-09-27,285.63714599609375
2021-09-28,275.29608154296875
2021-09-29,275.76214599609375
2021-09-30,273.7425231933594
2021-10-01,280.7142639160156
2021-10-04,274.8980407714844
2021-10-05,280.3841857910156
2021-10-06,284.60797119140625
2021-10-07,286.29742431640625
2021-10-08,286.29742431640625
2021-10-11,285.69549560546875
2021-10-12,284.3846130371094
2021-10-13,287.7151794433594
2021-10-14,293.9683532714844
2021-10-15,295.385986328125
2021-10-18,298.3766784667969
2021-10-19,299.28936767578125
2021-10-20,298.4931640625
2021-10-21,301.7459716796875
2021-10-22,300.1923522949219
2021-10-25,299.1922302246094
2021-10-26,301.11480712890625
2021-10-27,313.7960205078125
2021-10-28,314.9418029785156
2021-10-29,322.0008850097656
2021-11-01,319.8161315917969
2021-11-02,323.46710205078125
2021-11-03,324.31182861328125
2021-11-04,326.68115234375
2021-11-05,326.3121643066406
2021-11-08,327.21514892578125
2021-11-09,326.205322265625
2021-11-10,321.2046813964844
2021-11-11,322.787353515625
2021-11-12,326.9529724121094
2021-11-15,326.3218078613281
2021-11-16,329.66204833984375
2021-11-17,329.88580322265625
2021-11-18,331.97723388671875
2021-11-19,333.7671203613281
2021-11-22,330.5763854980469
2021-11-23,328.4850158691406
2021-11-24,328.708740234375
2021-11-26,320.70281982421875
2021-11-29,327.46356201171875
2021-11-30,321.5880126953125
2021-12-01,321.0919189453125
2021-12-02,320.51800537109375
2021-12-03,314.21453857421875
2021-12-06,317.307861328125
2021-12-07,325.8001708984375
2021-12-08,325.8487854003906
2021-12-09,324.0297546386719
2021-12-10,333.2126159667969
2021-12-13,330.1581726074219
2021-12-14,319.3993835449219
2021-12-15,325.5375671386719
2021-12-16,316.0529479980469
2021-12-17,314.9828796386719
2021-12-20,311.1988220214844
2021-12-21,318.3779296875
2021-12-22,324.12701416015625
2021-12-23,325.5763854980469
2021-12-27,333.1250915527344
2021-12-28,331.95782470703125
2021-12-29,332.6387634277344
2021-12-30,330.080322265625
2021-12-31,327.1620788574219
2022-01-03,325.6347961425781
2022-01-04,320.0511169433594
2022-01-05,307.7650146484375
2022-01-06,305.3330383300781
2022-01-07,305.48870849609375
2022-01-10,305.7124328613281
2022-01-11,306.4031066894531
2022-01-12,309.603515625
2022-01-13,296.50030517578125
2022-01-14,301.7532653808594
2022-01-18,294.4088134765625
2022-01-19,295.0704040527344
2022-01-20,293.387451171875
2022-01-21,287.9691162109375
2022-01-24,288.2998352050781
2022-01-25,280.6344299316406
2022-01-26,288.630615234375
2022-01-27,291.6754150390625
2022-01-28,299.8660888671875
2022-01-31,302.5120544433594
2022-02-01,300.3525085449219
2022-02-02,304.9244384765625
2022-02-03,293.0469665527344
2022-02-04,297.6092529296875
2022-02-07,292.7552185058594
2022-02-08,296.2668151855469
2022-02-09,302.7357482910156
2022-02-10,294.1462097167969
2022-02-11,287.0060729980469
2022-02-14,286.9671936035156
2022-02-15,292.2882080078125
2022-02-16,291.947021484375
2022-02-17,283.39825439453125
2022-02-18,280.6689147949219
2022-02-22,280.464111328125
2022-02-23,273.2019958496094
2022-02-24,287.1607971191406
2022-02-25,289.81231689453125
2022-02-28,291.25494384765625
2022-03-01,287.5118103027344
2022-03-02,292.61962890625
2022-03-03,288.45733642578125
2022-03-04,282.5501708984375
2022-03-07,271.87628173828125
2022-03-08,268.89349365234375
2022-03-09,281.2244567871094
2022-03-10,278.3878479003906
2022-03-11,273.0070495605469
2022-03-14,269.4685974121094
2022-03-15,279.90850830078125
2022-03-16,286.9659423828125
2022-03-17,287.7749938964844
2022-03-18,292.8536376953125
2022-03-21,291.61566162109375
2022-03-22,296.3919982910156
2022-03-23,291.937255859375
2022-03-24,296.43109130859375
2022-03-25,296.0216369628906
2022-03-28,302.8645935058594
2022-03-29,307.4557800292969
2022-03-30,305.9449157714844
2022-03-31,300.534912109375
2022-04-01,301.6169128417969
2022-04-04,307.0269470214844
2022-04-05,303.0400390625
2022-04-06,291.947021484375
2022-04-07,293.76983642578125
2022-04-08,289.4808654785156
2022-04-11,278.0661926269531
2022-04-12,274.94683837890625
2022-04-13,280.36663818359375
2022-04-14,272.7731628417969
2022-04-18,273.4457092285156
2022-04-19,278.1051330566406
2022-04-20,279.13836669921875
2022-04-21,273.7283020019531
2022-04-22,267.119384765625
2022-04-25,273.6407165527344
2022-04-26,263.4054260253906
2022-04-27,276.07763671875
2022-04-28,282.3259582519531
2022-04-29,270.5213623046875
2022-05-02,277.2961120605469
2022-05-03,274.6739501953125
2022-05-04,282.66717529296875
2022-05-05,270.35565185546875
2022-05-06,267.8017272949219
2022-05-09,257.90765380859375
2022-05-10,262.7035827636719
2022-05-11,253.97930908203125
2022-05-12,248.9104461669922
2022-05-13,254.5349578857422
2022-05-16,254.90538024902344
2022-05-17,260.0912170410156
2022-05-18,248.2493438720703
2022-05-19,247.3308868408203
2022-05-20,246.7642059326172
2022-05-23,254.66860961914062
2022-05-24,253.66221618652344
2022-05-25,256.4956359863281
2022-05-26,259.79803466796875
2022-05-27,266.9696044921875
2022-05-31,265.6311340332031
2022-06-01,266.1684875488281
2022-06-02,268.27886962890625
2022-06-03,263.8235168457031
2022-06-06,262.5826416015625
2022-06-07,266.24664306640625
2022-06-08,264.2046203613281
2022-06-09,258.71356201171875
2022-06-10,247.18435668945312
2022-06-13,236.70057678222656
2022-06-14,238.87940979003906
2022-06-15,245.98255920410156
2022-06-16,239.348388671875
2022-06-17,241.9668731689453
2022-06-21,247.91712951660156
2022-06-22,247.32115173339844
2022-06-23,252.91961669921875
2022-06-24,261.5567932128906
2022-06-27,258.8112487792969
2022-06-28,250.59425354003906
2022-06-29,254.28749084472656
2022-06-30,250.9362030029297
2022-07-01,253.62307739257812
2022-07-05,256.8180847167969
2022-07-06,260.1009826660156
2022-07-07,262.24072265625
2022-07-08,261.5176696777344
2022-07-11,258.4400329589844
2022-07-12,247.84872436523438
2022-07-13,246.9205322265625
2022-07-14,248.2493438720703
2022-07-15,250.82872009277344
2022-07-18,248.41542053222656
2022-07-19,253.5742950439453
2022-07-20,256.2513732910156
2022-07-21,258.7623596191406
2022-07-22,254.38522338867188
2022-07-25,252.89028930664062
2022-07-26,246.1193389892578
2022-07-27,262.5729064941406
2022-07-28,270.06689453125
2022-07-29,274.29754638671875
2022-08-01,271.6301574707031
2022-08-02,268.5134582519531
2022-08-03,275.9877624511719
2022-08-04,277.1407470703125
2022-08-05,276.417724609375
2022-08-08,273.88714599609375
2022-08-09,275.82171630859375
2022-08-10,282.5242919921875
2022-08-11,280.4333801269531
2022-08-12,285.211181640625
2022-08-15,286.73541259765625
2022-08-16,285.99285888671875
2022-08-17,285.23895263671875
2022-08-18,284.1129455566406
2022-08-19,280.1768493652344
2022-08-22,271.9521789550781
2022-08-23,270.66949462890625
2022-08-24,270.03314208984375
2022-08-25,273.0292053222656
2022-08-26,262.4938049316406
2022-08-29,259.69354248046875
2022-08-30,257.480712890625
2022-08-31,256.01202392578125
2022-09-01,254.9643096923828
2022-09-02,250.71493530273438
2022-09-06,247.96359252929688
2022-09-07,252.7025909423828
2022-09-08,253.1235809326172
2022-09-09,258.9396057128906
2022-09-12,261.0838317871094
2022-09-13,246.72988891601562
2022-09-14,246.95509338378906
2022-09-15,240.25787353515625
2022-09-16,239.63124084472656
2022-09-19,239.41583251953125
2022-09-20,237.38902282714844
2022-09-21,233.9620819091797
2022-09-22,235.94970703125
2022-09-23,232.95361328125
2022-09-26,232.493408203125
2022-09-27,231.47509765625
2022-09-28,236.037841796875
2022-09-29,232.5423583984375
2022-09-30,228.0383758544922
2022-10-03,235.71475219726562
2022-10-04,243.68479919433594
2022-10-05,243.99813842773438
2022-10-06,241.63841247558594
2022-10-07,229.3504180908203
2022-10-10,224.46456909179688
2022-10-11,220.70472717285156
2022-10-12,221.0376434326172
2022-10-13,229.3504180908203
2022-10-14,223.7889862060547
2022-10-17,232.57174682617188
2022-10-18,233.52149963378906
2022-10-19,231.54364013671875
2022-10-20,231.22052001953125
2022-10-21,237.06588745117188
2022-10-24,242.08885192871094
2022-10-25,245.42764282226562
2022-10-26,226.49136352539062
2022-10-27,222.01675415039062
2022-10-28,230.9463653564453
2022-10-31,227.2844696044922
2022-11-01,223.40711975097656
2022-11-02,215.50558471679688
2022-11-03,209.77767944335938
2022-11-04,216.76864624023438
2022-11-07,223.11338806152344
2022-11-08,224.092529296875
2022-11-09,219.82351684570312
2022-11-10,237.907958984375
2022-11-11,241.95175170898438
2022-11-14,236.50784301757812
2022-11-15,236.91903686523438
2022-11-16,237.35107421875
2022-11-17,237.30198669433594
2022-11-18,236.85032653808594
2022-11-21,237.665283203125
2022-11-22,240.59130859375
2022-11-23,243.0951385498047
2022-11-25,243.0067138671875
2022-11-28,237.38052368164062
2022-11-29,235.97645568847656
2022-11-30,250.51812744140625
2022-12-01,250.0762939453125
2022-12-02,250.40032958984375
2022-12-05,245.6676483154297
2022-12-06,240.67965698242188
2022-12-07,239.94326782226562
2022-12-08,242.91836547851562
2022-12-09,240.97422790527344
2022-12-12,247.93580627441406
2022-12-13,252.2659149169922
2022-12-14,252.56051635742188
2022-12-15,244.49920654296875
2022-12-16,240.25746154785156
2022-12-19,236.09426879882812
2022-12-20,237.41981506347656
2022-12-21,240.00216674804688
2022-12-22,233.87521362304688
2022-12-23,234.40541076660156
2022-12-27,232.66748046875
2022-12-28,230.28150939941406
2022-12-29,236.64413452148438
2022-12-30,235.4756622314453
2023-01-03,235.24002075195312
2023-01-04,224.94989013671875
2023-01-05,218.2828826904297
2023-01-06,220.8553924560547
2023-01-09,223.00572204589844
2023-01-10,224.70440673828125
2023-01-11,231.49903869628906
2023-01-12,234.18939208984375
2023-01-13,234.89634704589844
2023-01-17,235.99607849121094
2023-01-18,231.538330078125
2023-01-19,227.72860717773438
2023-01-20,235.86843872070312
2023-01-23,238.1856689453125
2023-01-24,237.65545654296875
2023-01-25,236.25135803222656
2023-01-26,243.5075225830078
2023-01-27,243.6646270751953
2023-01-30,238.31332397460938
2023-01-31,243.32093811035156
2023-02-01,248.17144775390625
2023-02-02,259.8067932128906
2023-02-03,253.67001342773438
2023-02-06,252.11865234375
2023-02-07,262.7132568359375
2023-02-08,261.8982238769531
2023-02-09,258.84454345703125
2023-02-10,258.3339538574219
2023-02-13,266.4050598144531
2023-02-14,267.2396545410156
2023-02-15,265.1036682128906
2023-02-16,258.0458679199219
2023-02-17,254.01991271972656
2023-02-21,248.71429443359375
2023-02-22,247.57244873046875
2023-02-23,250.7814178466797
2023-02-24,245.31829833984375
2023-02-27,246.2436065673828
2023-02-28,245.5151824951172
2023-03-01,242.41448974609375
2023-03-02,247.17872619628906
2023-03-03,251.2932586669922
2023-03-06,252.8485565185547
2023-03-07,250.17112731933594
2023-03-08,249.72816467285156
2023-03-09,248.3697967529297
2023-03-10,244.6981658935547
2023-03-13,249.94473266601562
2023-03-14,256.7071838378906
2023-03-15,261.2843322753906
2023-03-16,271.8759765625
2023-03-17,275.05535888671875
2023-03-20,267.96807861328125
2023-03-21,269.49383544921875
2023-03-22,268.02716064453125
2023-03-23,273.3130798339844
2023-03-24,276.1775207519531
2023-03-27,272.0531005859375
2023-03-28,270.921142578125
2023-03-29,276.118408203125
2023-03-30,279.6030578613281
2023-03-31,283.7864685058594
2023-04-03,282.7332458496094
2023-04-04,282.6839904785156
2023-04-05,279.8885192871094
2023-04-06,287.03485107421875
2023-04-10,284.85943603515625
2023-04-11,278.4021301269531
2023-04-12,279.05181884765625
2023-04-13,285.3023681640625
2023-04-14,281.6602783203125
2023-04-17,284.2786560058594
2023-04-18,283.8553466796875
2023-04-19,283.93414306640625
2023-04-20,281.6307678222656
2023-04-21,281.2862548828125
2023-04-24,277.35870361328125
2023-04-25,271.108154296875
2023-04-26,290.7458190917969
2023-04-27,300.0577087402344
2023-04-28,302.44970703125
2023-05-01,300.77630615234375
2023-05-02,300.6286315917969
2023-05-03,299.6344299316406
2023-05-04,300.6286315917969
2023-05-05,305.7865905761719
2023-05-08,303.8179016113281
2023-05-09,302.1936950683594
2023-05-10,307.4205627441406
2023-05-11,305.2550354003906
2023-05-12,304.1329040527344
2023-05-15,304.61517333984375
2023-05-16,306.8594970703125
2023-05-17,309.75982666015625
2023-05-18,314.21881103515625
2023-05-19,314.0411682128906
2023-05-22,316.8428955078125
2023-05-23,311.0027770996094
2023-05-24,309.61187744140625
2023-05-25,321.51885986328125
2023-05-26,328.394775390625
2023-05-30,326.7374267578125
2023-05-31,323.9554748535156
2023-06-01,328.0888977050781
2023-06-02,330.870849609375
2023-06-05,331.4035339355469
2023-06-06,329.1740417480469
2023-06-07,319.01312255859375
2023-06-08,320.8677673339844
2023-06-09,322.3771057128906
2023-06-12,327.3687744140625
2023-06-13,329.7758483886719
2023-06-14,332.78466796875
2023-06-15,343.39935302734375
2023-06-16,337.7072448730469
2023-06-20,333.48504638671875
2023-06-21,329.0556335449219
2023-06-22,335.1226501464844
2023-06-23,330.4959411621094
2023-06-26,324.1626892089844
2023-06-27,330.05206298828125
2023-06-28,331.31475830078125
2023-06-29,330.5255126953125
2023-06-30,335.9414367675781
2023-07-03,333.4258728027344
2023-07-05,333.5837097167969
2023-07-06,336.6615905761719
2023-07-07,332.666259765625
2023-07-10,327.3489990234375
2023-07-11,327.98040771484375
2023-07-12,332.6465148925781
2023-07-13,338.0327453613281
2023-07-14,340.5779724121094
2023-07-17,341.06134033203125
2023-07-18,354.6354675292969
2023-07-19,350.2850646972656
2023-07-20,342.1859436035156
2023-07-21,339.1278076171875
2023-07-24,340.44970703125
2023-07-25,346.2404479980469
2023-07-26,333.20880126953125
2023-07-27,326.2540588378906
2023-07-28,333.80072021484375
2023-07-31,331.3838195800781
2023-08-01,331.79815673828125
2023-08-02,323.0775146484375
2023-08-03,322.2488708496094
2023-08-04,323.353759765625
2023-08-07,325.6522521972656
2023-08-08,321.6470642089844
2023-08-09,317.87872314453125
2023-08-10,318.5692138671875
2023-08-11,316.6751708984375
2023-08-14,319.6642761230469
2023-08-15,317.513671875
2023-08-16,316.74261474609375
2023-08-17,313.26275634765625
2023-08-18,312.8673400878906
2023-08-21,318.2057189941406
2023-08-22,318.7790832519531
2023-08-23,323.2672424316406
2023-08-24,316.3174743652344
2023-08-25,319.29315185546875
2023-08-28,320.0049133300781
2023-08-29,324.6611328125
2023-08-30,325.03680419921875
2023-08-31,324.0185852050781
2023-09-01,324.9083251953125
2023-09-05,329.7424621582031
2023-09-06,329.08013916015625
2023-09-07,326.14404296875
2023-09-08,330.4542541503906
2023-09-11,334.0823974609375
2023-09-12,327.9827880859375
2023-09-13,332.2237854003906
2023-09-14,334.833740234375
2023-09-15,326.4505310058594
2023-09-18,325.3037414550781
2023-09-19,324.8984069824219
2023-09-20,317.1083068847656
2023-09-21,315.8825378417969
2023-09-22,313.3913269042969
2023-09-25,313.9152526855469
2023-09-26,308.5768737792969
2023-09-27,309.2194519042969
2023-09-28,310.0597839355469
2023-09-29,312.14569091796875
2023-10-02,318.1265869140625
2023-10-03,309.8126220703125
2023-10-04,315.3190002441406
2023-10-05,315.7144775390625
2023-10-06,323.5243225097656
2023-10-09,326.0550231933594
2023-10-10,324.6413879394531
2023-10-11,328.6253967285156
2023-10-12,327.3797607421875
2023-10-13,323.9888916015625
2023-10-16,328.84283447265625
2023-10-17,328.2695007324219
2023-10-18,326.34173583984375
2023-10-19,327.5379333496094
2023-10-20,322.9410400390625
2023-10-23,325.560791015625
2023-10-24,326.7569580078125
2023-10-25,336.7812194824219
2023-10-26,324.14715576171875
2023-10-27,326.0451965332031
2023-10-30,333.4595947265625
2023-10-31,334.25042724609375
2023-11-01,342.1195373535156
2023-11-02,344.3439025878906
2023-11-03,348.7727355957031
2023-11-06,352.4601745605469
2023-11-07,356.41448974609375
2023-11-08,359.0540466308594
2023-11-09,356.57269287109375
2023-11-10,365.4501953125
2023-11-13,362.4942932128906
2023-11-14,366.0433044433594
2023-11-15,366.1919250488281
2023-11-16,372.6307678222656
2023-11-17,366.37017822265625
2023-11-20,373.8887939453125
2023-11-21,369.5599365234375
2023-11-22,374.2949523925781
2023-11-24,373.8788757324219
2023-11-27,375.0478210449219
2023-11-28,379.09930419921875
2023-11-29,375.2855224609375
2023-11-30,375.3450012207031
2023-12-01,370.9864196777344
2023-12-04,365.66693115234375
2023-12-05,369.01507568359375
2023-12-06,365.330078125
2023-12-07,367.4598693847656
2023-12-08,370.708984375
